,date,CPI,IRt,IRt_log,month,IRT_corrected,seasonal_correction,AR1_predictions
34,2011-05-01,102.7836,0.006439104635450347,0.006439104635450347,5,0.003260869066259251,0.003178235569191096,0.0058230899742409935
35,2011-06-01,103.2672,0.0047050307636626425,0.0047050307636626425,6,0.0020911050366864362,0.0026139257269762062,0.004871795648653828
36,2011-07-01,103.1566,-0.0010710080257817112,-0.0010710080257817112,7,-0.0027825687452973733,0.0017115607195156619,0.003713780016684058
37,2011-08-01,103.248,0.0008860315287631354,0.0008860315287631354,8,0.0011239621243106855,-0.00023793059554755007,0.0006991527301605087
38,2011-09-01,103.5327,0.002757438400743848,0.002757438400743848,9,0.0014412058597860168,0.0013162325409578311,0.003107083832880909
39,2011-10-01,103.6899,0.001518360865697397,0.001518360865697397,10,-4.450577181727179e-05,0.0015628666375146689,0.0034230511941351796
40,2011-11-01,103.476,-0.002062881727149851,-0.002062881727149851,11,-0.0017230470278424871,-0.00033983469930736404,0.0011956492366258205
41,2011-12-01,103.3887,-0.0008436738953960247,-0.0008436738953960247,12,0.0010450238891864705,-0.001888697784582495,-0.0007200571687709385
42,2012-01-01,103.1337,-0.0024664204115149475,-0.0024664204115149475,1,9.462788348995081e-05,-0.0025610482950048983,-0.0007874488663610593
43,2012-02-01,103.5875,0.004400113638897868,0.004400113638897868,2,0.0013328581975031416,0.003067255441394727,0.004633146882577096
44,2012-03-01,104.0436,0.004403040907445321,0.004403040907445321,3,0.0004469989768505732,0.0039560419305947475,0.005792547226418662
45,2012-04-01,104.8338,0.0075948929102799085,0.0075948929102799085,4,0.0028756021495892972,0.004719290760690611,0.006362192511473233
46,2012-05-01,105.1505,0.00302097224368474,0.00302097224368474,5,-0.00015726332550635574,0.003178235569191096,0.005351905835759314
47,2012-06-01,105.0271,-0.0011735559983070886,-0.0011735559983070886,6,-0.003787481725283295,0.0026139257269762062,0.004124766625262496
48,2012-07-01,104.8731,-0.0014662882246583079,-0.0014662882246583079,7,-0.0031778489441739695,0.0017115607195156619,0.002429021433811531
49,2012-08-01,104.7022,-0.0016295885217466534,-0.0016295885217466534,8,-0.0013916579261991034,-0.00023793059554755007,0.0006127646833885147
50,2012-09-01,105.2849,0.005565308083306639,0.005565308083306639,9,0.004249075542348808,0.0013162325409578311,0.0025572978754723735
51,2012-10-01,105.7547,0.004462178337064541,0.004462178337064541,10,0.002899311699549872,0.0015628666375146689,0.004036707982803782
52,2012-11-01,105.7135,-0.00038958079404512,-0.00038958079404512,11,-4.974609473775598e-05,-0.00033983469930736404,0.0018390172629712846
53,2012-12-01,105.2126,-0.004738278460177758,-0.004738278460177758,12,-0.002849580675595263,-0.001888697784582495,-0.00035435911538121787
54,2013-01-01,104.9293,-0.0026926432765657063,-0.0026926432765657063,1,-0.00013159498156080796,-0.0025610482950048983,-0.001638610351952759
55,2013-02-01,105.2396,0.0029572292962975837,0.0029572292962975837,2,-0.00011002614509714312,0.003067255441394727,0.00458370612763303
56,2013-03-01,106.1015,0.008189882895792132,0.008189882895792132,3,0.004233840965197385,0.0039560419305947475,0.005477206461995384
57,2013-04-01,106.3789,0.002614477646404623,0.002614477646404623,4,-0.0021048131142859883,0.004719290760690611,0.007189802606128103
58,2013-05-01,106.2683,-0.0010396798613259315,-0.0010396798613259315,5,-0.0042179154305170274,0.003178235569191096,0.0042634416324362125
59,2013-06-01,106.4575,0.0017803992347670905,0.0017803992347670905,6,-0.0008335264922091157,0.0026139257269762062,0.0032373156348778926
60,2013-07-01,106.713,0.0024000187868397985,0.0024000187868397985,7,0.0006884580673241366,0.0017115607195156619,0.003074605056675616
61,2013-08-01,106.7551,0.0003945161320551846,0.0003945161320551846,8,0.0006324467276027346,-0.00023793059554755007,0.0014577417702586325
62,2013-09-01,106.8835,0.0012027528427213238,0.0012027528427213238,9,-0.00011347969823650734,0.0013162325409578311,0.002999663690914178
63,2013-10-01,107.0078,0.0011629484438665013,0.0011629484438665013,10,-0.00039991819364816757,0.0015628666375146689,0.0030832763987270165
64,2013-11-01,106.7322,-0.0025755131868891537,-0.0025755131868891537,11,-0.0022356784875817897,-0.00033983469930736404,0.001117974248079125
65,2013-12-01,106.5142,-0.0020424951420471376,-0.0020424951420471376,12,-0.00015379735746464253,-0.001888697784582495,-0.0008320922027711618
66,2014-01-01,106.5051,-8.543461810729143e-05,-8.543461810729143e-05,1,0.0024756136768976067,-0.0025610482950048983,-0.001049449913267253
67,2014-02-01,106.9013,0.0037200096521200154,0.0037200096521200154,2,0.0006527542107252885,0.003067255441394727,0.005153508673197852
68,2014-03-01,107.2966,0.0036978034878901544,0.0036978034878901544,3,-0.0002582384427045931,0.0039560419305947475,0.005643911258346993
69,2014-04-01,107.9876,0.006440092230322326,0.006440092230322326,4,0.0017208014696317147,0.004719290760690611,0.006208063659689003
70,2014-05-01,108.3436,0.003296674803403303,0.003296674803403303,5,0.00011843923421220705,0.003178235569191096,0.005099525434626063
71,2014-06-01,108.722,0.0034925920866576265,0.0034925920866576265,6,0.0008786663596814202,0.0026139257269762062,0.004185021112311975
72,2014-07-01,108.9245,0.001862548518239184,0.001862548518239184,7,0.00015098779872352221,0.0017115607195156619,0.003448802895555906
73,2014-08-01,108.882,-0.00039017851814779754,-0.00039017851814779754,8,-0.00015224792260024747,-0.00023793059554755007,0.001340278242274218
74,2014-09-01,108.7001,-0.0016706158961077022,-0.0016706158961077022,9,-0.0029868484370655334,0.0013162325409578311,0.0028281695499576464
75,2014-10-01,108.7819,0.0007525292065047501,0.0007525292065047501,10,-0.0008103374310099188,0.0015628666375146689,0.00245530486433543
76,2014-11-01,108.5086,-0.002512366487439472,-0.002512366487439472,11,-0.002172531788132108,-0.00033983469930736404,0.0010282775813245074
77,2014-12-01,107.9227,-0.005399572015489972,-0.005399572015489972,12,-0.003510874230907477,-0.001888697784582495,-0.0008182915620078251
78,2015-01-01,107.3108,-0.0056697988467672294,-0.0056697988467672294,1,-0.003108750551762331,-0.0025610482950048983,-0.0017831353211991054
79,2015-02-01,106.8058,-0.004705956902753455,-0.004705956902753455,2,-0.007773212344148182,0.003067255441394727,0.003933052096955503
80,2015-03-01,107.2696,0.004342460802690415,0.004342460802690415,3,0.00038641887209566773,0.0039560419305947475,0.003802425661774235
81,2015-04-01,107.9081,0.005952292168517526,0.005952292168517526,4,0.0012330014078269147,0.004719290760690611,0.006348952797118978
82,2015-05-01,108.1275,0.0020332115939395946,0.0020332115939395946,5,-0.0011450239752515013,0.003178235569191096,0.00499291727496024
83,2015-06-01,108.6786,0.005096760768537193,0.005096760768537193,6,0.0024828350415609865,0.0026139257269762062,0.003908892636501529
84,2015-07-01,109.0593,0.0035029895490003575,0.0035029895490003575,7,0.0017914288294846956,0.0017115607195156619,0.0037993921725149675
85,2015-08-01,109.0666,6.693606139046144e-05,6.693606139046144e-05,8,0.0003048666569380115,-0.00023793059554755007,0.0016987948006418094
86,2015-09-01,108.9121,-0.0014165656580474569,-0.0014165656580474569,9,-0.0027327981990052878,0.0013162325409578311,0.0029280714316849417
87,2015-10-01,108.7426,-0.0015563009068781093,-0.0015563009068781093,10,-0.003119167544392778,0.0015628666375146689,0.002510827260626362
88,2015-11-01,108.6937,-0.0004496857717213775,-0.0004496857717213775,11,-0.00010985107241401348,-0.00033983469930736404,0.0005236853341277904
89,2015-12-01,108.4643,-0.0021105179049016867,-0.0021105179049016867,12,-0.00022182012031919164,-0.001888697784582495,-0.00036749499124214663
90,2016-01-01,108.0936,-0.0034177144000376103,-0.0034177144000376103,1,-0.000856666105032712,-0.0025610482950048983,-0.0010643162122514669
91,2016-02-01,108.2723,0.0016531968590185386,0.0016531968590185386,2,-0.0014140585823761882,0.003067255441394727,0.004425242641970121
92,2016-03-01,108.3614,0.0008229251618373486,0.0008229251618373486,3,-0.003133116768757399,0.0039560419305947475,0.005192211626675973
93,2016-04-01,108.828,0.004305961347860029,0.004305961347860029,4,-0.0004133294128305827,0.004719290760690611,0.005579762206692677
94,2016-05-01,109.344,0.00474142683868114,0.00474142683868114,5,0.0015631912694900442,0.003178235569191096,0.004633113509577253
95,2016-06-01,109.7864,0.004045946736903775,0.004045946736903775,6,0.0014320210099275687,0.0026139257269762062,0.004500770058887668
96,2016-07-01,110.147,0.0032845598361910503,0.0032845598361910503,7,0.0015729991166753884,0.0017115607195156619,0.0035697379374396722
97,2016-08-01,109.9687,-0.0016187458578082673,-0.0016187458578082673,8,-0.0013808152622607173,-0.00023793059554755007,0.0016510572304316339
98,2016-09-01,110.0697,0.0009184431570073947,0.0009184431570073947,9,-0.0003977893839504364,0.0013162325409578311,0.00255966752758777
99,2016-10-01,110.3343,0.002403931327149992,0.002403931327149992,10,0.0008410646896353233,0.0015628666375146689,0.0030211408338872165
100,2016-11-01,110.4719,0.0012471189829455225,0.0012471189829455225,11,0.0015869536822528865,-0.00033983469930736404,0.001389189673665893
101,2016-12-01,110.3001,-0.0015551466028918177,-0.0015551466028918177,12,0.00033355118169067733,-0.001888697784582495,3.339796145896811e-06
102,2017-01-01,110.3362,0.0003272889145159858,0.0003272889145159858,1,0.002888337209520884,-0.0025610482950048983,-0.0009429404333730768
103,2017-02-01,110.9792,0.005827643148848706,0.005827643148848706,2,0.0027603877074539795,0.003067255441394727,0.005243708941112849
104,2017-03-01,111.3283,0.0031456344972751005,0.0031456344972751005,3,-0.0008104074333196471,0.0039560419305947475,0.006104532209285297
105,2017-04-01,111.4188,0.0008129110028627564,0.0008129110028627564,4,-0.003906379757827855,0.004719290760690611,0.0060873877423957366
106,2017-05-01,111.7492,0.0029653882468667525,0.0029653882468667525,5,-0.00021284732232434338,0.003178235569191096,0.0038697112510321413
107,2017-06-01,111.8447,0.0008545922476402627,0.0008545922476402627,6,-0.0017593334793359434,0.0026139257269762062,0.004112618804727762
108,2017-07-01,111.9462,0.0009075083575708234,0.0009075083575708234,7,-0.0008040523619448384,0.0017115607195156619,0.0028722709718085916
109,2017-08-01,111.869,-0.0006896169767263633,-0.0006896169767263633,8,-0.0004516863811788132,-0.00023793059554755007,0.0011315552799213572
110,2017-09-01,112.2039,0.0029936801079834866,0.0029936801079834866,9,0.0016774475670256555,0.0013162325409578311,0.002762727608675142
111,2017-10-01,112.798,0.0052948248679412875,0.0052948248679412875,10,0.0037319582304266184,0.0015628666375146689,0.003474681555869755
112,2017-11-01,112.7268,-0.0006312168655473022,-0.0006312168655473022,11,-0.0002913821662399382,-0.00033983469930736404,0.0020209912339881715
113,2017-12-01,112.7295,2.3951713345933404e-05,2.3951713345933404e-05,12,0.0019126494979284285,-0.001888697784582495,-0.0004071684094112695
114,2018-01-01,112.6632,-0.0005881335409098616,-0.0005881335409098616,1,0.0019729147540950365,-0.0025610482950048983,-0.000597830256874426
115,2018-02-01,113.277,0.005448096627825214,0.005448096627825214,2,0.0023808411864304872,0.003067255441394727,0.005043644384071502
116,2018-03-01,113.7907,0.00453490117146464,0.00453490117146464,3,0.0005788592408698928,0.0039560419305947475,0.006021582740266837
117,2018-04-01,114.048,0.0022611689707506917,0.0022611689707506917,4,-0.0024581217899399196,0.004719290760690611,0.006391010425165451
118,2018-05-01,114.5013,0.0039746422558922445,0.0039746422558922445,5,0.0007964066867011486,0.003178235569191096,0.004186226415271055
119,2018-06-01,114.9775,0.004158904746059702,0.004158904746059702,6,0.0015449790190834953,0.0026139257269762062,0.004333190143196795
120,2018-07-01,115.1608,0.0015942249570567151,0.0015942249570567151,7,-0.00011733576245894677,0.0017115607195156619,0.003594424784405361
121,2018-08-01,115.1685,6.686302978096556e-05,6.686302978096556e-05,8,0.0003047936253285156,-0.00023793059554755007,0.0012816364271280567
122,2018-09-01,115.2325,0.0005557075068270158,0.0005557075068270158,9,-0.0007605250341308153,0.0013162325409578311,0.0029280554707081085
123,2018-10-01,115.3664,0.0011619985681122688,0.0011619985681122688,10,-0.00040086806940240003,0.0015628666375146689,0.0029418653619493083
124,2018-11-01,115.5703,0.0017674123488295068,0.0017674123488295068,11,0.002107247048136871,-0.00033983469930736404,0.0011177666537920412
125,2018-12-01,115.1832,-0.0033494764658394396,-0.0033494764658394396,12,-0.0014607786812569446,-0.001888697784582495,0.00011704933119188591
126,2019-01-01,114.8153,-0.0031940421867078348,-0.0031940421867078348,1,-0.0006329938917029364,-0.0025610482950048983,-0.0013350892244464632
127,2019-02-01,115.0342,0.0019065403304263891,0.0019065403304263891,2,-0.0011607151109683377,0.003067255441394727,0.004474125954824253
128,2019-03-01,115.5204,0.004226569142046423,0.004226569142046423,3,0.0002705272114516752,0.0039560419305947475,0.005247579559902988
129,2019-04-01,116.1721,0.005641427834391201,0.005641427834391201,4,0.0009221370737005899,0.004719290760690611,0.006323624803891261
130,2019-05-01,116.7873,0.005295591626560951,0.005295591626560951,5,0.0021173560573698553,0.003178235569191096,0.0049249782213153254
131,2019-06-01,117.0359,0.0021286561124368502,0.0021286561124368502,6,-0.000485269614539356,0.0026139257269762062,0.00462188215544806
132,2019-07-01,117.0592,0.00019908421262199115,0.00019908421262199115,7,-0.0015124765068936707,0.0017115607195156619,0.0031507162090235134
133,2019-08-01,117.2548,0.0016709493999617193,0.0016709493999617193,8,0.0019088799955092692,-0.00023793059554755007,0.0009767299728551772
134,2019-09-01,117.2488,-5.1170613058060114e-05,-5.1170613058060114e-05,9,-0.0013674031540158913,0.0013162325409578311,0.003278626758537163
135,2019-10-01,117.3407,0.0007838033310361848,0.0007838033310361848,10,-0.0007790633064784841,0.0015628666375146689,0.0028092328254485386
